Crop_Type,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Days_Since_Watering,Plant_Health_Score,Plant_Health_Status
Tomato,24.6,61.7,32.9,6,15.3,Stressed
Corn,24.7,31.6,39.5,5,28.7,Stressed
Soybeans,38.3,55.5,29.2,5,8.7,Stressed
Rice,25.3,61.9,39.4,5,39.1,Stressed
Soybeans,24.3,49.2,46.0,4,36.6,Stressed
Wheat,20.2,64.7,63.1,3,31.1,Stressed
Corn,23.6,55.7,47.5,4,42.8,Stressed
Tomato,14.9,75.4,75.6,3,38.2,Stressed
Wheat,28.1,64.1,17.6,6,13.8,Stressed
Wheat,32.6,88.6,36.1,4,21.6,Stressed
Corn,32.6,38.4,63.1,1,36.9,Stressed
Tomato,20.8,64.8,56.6,5,40.0,Stressed
Rice,11.2,60.3,49.3,6,22.5,Stressed
Tomato,27.0,66.3,35.6,5,34.8,Stressed
Soybeans,32.9,79.6,37.3,4,28.9,Stressed
Wheat,15.4,38.5,60.6,5,43.1,Stressed
Soybeans,22.8,69.1,56.6,3,47.7,Stressed
Rice,27.1,65.1,49.9,3,40.3,Stressed
Soybeans,20.0,46.4,69.4,1,45.5,Stressed
Tomato,14.6,77.8,61.0,3,32.5,Stressed
Soybeans,20.5,60.9,63.3,3,37.4,Stressed
Rice,21.6,48.9,49.8,4,36.3,Stressed
Rice,13.7,66.4,70.2,4,40.5,Stressed
Rice,31.4,74.3,25.4,5,14.0,Stressed
Tomato,34.3,64.8,41.5,4,17.7,Stressed
Rice,25.2,53.6,69.8,1,69.8,Moderate
Wheat,29.4,48.1,69.5,1,47.2,Stressed
Rice,16.1,47.8,68.0,3,45.6,Stressed
Soybeans,24.2,71.9,67.4,1,48.0,Stressed
Soybeans,21.5,74.1,36.0,6,28.5,Stressed
Soybeans,27.5,56.2,60.6,1,40.2,Stressed
Tomato,8.8,95.0,81.1,3,36.8,Stressed
Soybeans,23.2,56.4,77.3,1,60.5,Moderate
Tomato,28.8,58.9,45.0,4,31.5,Stressed
Tomato,26.4,54.1,81.9,1,59.2,Moderate
Rice,29.7,58.2,55.4,2,40.8,Stressed
Wheat,21.4,59.4,43.7,6,30.9,Stressed
Rice,8.1,68.7,93.8,1,45.8,Stressed
Rice,31.6,57.1,42.8,3,27.0,Stressed
Tomato,29.6,69.1,39.5,4,26.1,Stressed
Tomato,34.4,36.0,15.7,6,2.4,Stressed
Soybeans,25.4,50.6,53.7,4,31.1,Stressed
Soybeans,27.5,55.2,57.7,3,32.0,Stressed
Rice,39.0,56.2,26.1,4,0.0,Stressed
Corn,13.9,32.5,60.7,4,38.2,Stressed
Corn,27.7,73.4,52.9,3,42.9,Stressed
Soybeans,32.3,38.0,33.0,5,15.6,Stressed
Corn,26.3,50.5,56.9,2,39.6,Stressed
Soybeans,25.4,59.6,23.2,7,14.0,Stressed
Tomato,16.1,90.6,43.8,5,27.2,Stressed
Rice,33.8,59.2,17.0,6,2.9,Stressed
Wheat,31.4,66.7,29.6,5,18.4,Stressed
Rice,32.7,37.7,39.7,4,19.4,Stressed
Soybeans,24.9,47.5,68.5,2,55.3,Moderate
Soybeans,23.1,49.6,35.4,5,27.1,Stressed
Rice,25.0,52.0,59.9,3,45.6,Stressed
Soybeans,35.2,75.3,50.8,2,32.7,Stressed
Corn,23.4,51.8,53.7,4,40.8,Stressed
Corn,33.9,69.1,46.5,3,26.1,Stressed
Soybeans,24.1,48.4,46.3,4,37.5,Stressed
Soybeans,19.9,55.8,51.8,4,41.0,Stressed
Corn,12.5,24.0,87.7,1,56.6,Moderate
Soybeans,28.4,58.9,29.7,5,19.0,Stressed
Soybeans,29.6,59.8,48.9,3,38.9,Stressed
Rice,18.1,57.1,80.6,2,53.4,Moderate
Wheat,33.9,89.5,58.5,2,34.0,Stressed
Corn,16.7,59.0,56.2,5,27.3,Stressed
Rice,29.3,19.2,43.9,3,28.3,Stressed
Wheat,29.5,41.7,48.7,3,33.6,Stressed
Soybeans,31.4,59.4,33.5,5,21.5,Stressed
Soybeans,13.2,58.8,24.3,8,0.0,Stressed
Rice,31.4,47.8,47.3,2,30.7,Stressed
Soybeans,24.1,44.7,51.7,4,44.7,Stressed
Tomato,23.0,80.8,63.5,2,47.2,Stressed
Rice,30.0,74.8,35.3,5,21.8,Stressed
Wheat,30.8,76.9,34.1,5,22.7,Stressed
Rice,13.1,50.6,56.4,5,34.8,Stressed
Corn,17.3,70.5,63.6,3,38.6,Stressed
Rice,32.2,21.5,32.0,5,14.1,Stressed
Soybeans,27.8,53.8,56.8,2,40.7,Stressed
Soybeans,26.1,51.7,5.0,9,4.0,Stressed
Tomato,19.1,56.2,62.6,3,37.1,Stressed
Tomato,27.6,61.7,49.2,4,30.4,Stressed
Tomato,32.3,57.4,5.7,8,4.3,Stressed
Wheat,38.9,43.1,18.6,5,0.0,Stressed
Tomato,22.9,48.8,68.5,2,55.7,Moderate
Wheat,30.3,67.8,23.9,6,17.7,Stressed
Tomato,36.1,65.3,47.6,3,18.4,Stressed
Wheat,16.3,83.9,71.1,2,51.4,Moderate
Rice,35.8,64.7,41.8,3,20.7,Stressed
Rice,26.2,82.3,68.8,2,57.8,Moderate
Soybeans,25.4,38.3,27.4,6,23.6,Stressed
Wheat,21.7,68.9,72.6,2,51.1,Moderate
Corn,22.8,71.4,5.4,9,6.2,Stressed
Soybeans,20.5,67.3,39.4,6,31.8,Stressed
Rice,19.3,42.0,70.8,3,50.4,Moderate
Wheat,27.7,64.8,39.9,4,34.4,Stressed
Tomato,31.7,54.6,36.3,4,21.9,Stressed
Corn,18.7,68.7,34.0,6,18.1,Stressed
Rice,20.8,58.7,56.3,4,44.8,Stressed
Soybeans,26.5,51.5,54.9,3,44.3,Stressed
Wheat,18.3,94.2,37.0,7,22.1,Stressed
Corn,26.5,48.9,27.3,6,24.8,Stressed
Wheat,23.4,64.2,59.3,3,43.0,Stressed
Tomato,15.2,68.3,76.7,2,50.3,Moderate
Soybeans,27.8,55.6,59.0,2,55.9,Moderate
Wheat,21.6,77.1,51.7,5,45.9,Stressed
Rice,31.2,72.9,29.2,5,26.1,Stressed
Soybeans,23.8,34.7,76.2,1,54.2,Moderate
Rice,20.7,69.3,66.0,3,47.2,Stressed
Wheat,24.8,86.6,60.8,3,68.0,Moderate
Soybeans,32.5,48.6,25.5,5,7.1,Stressed
Rice,36.1,39.3,44.4,3,13.1,Stressed
Tomato,28.6,55.5,9.9,8,0.0,Stressed
Tomato,21.5,59.5,61.0,3,50.3,Moderate
Wheat,25.2,60.5,44.8,5,31.4,Stressed
Soybeans,24.4,75.7,9.5,8,5.4,Stressed
Corn,24.1,49.6,64.9,2,46.0,Stressed
Soybeans,23.5,68.0,74.0,1,58.2,Moderate
Tomato,19.2,71.6,36.3,7,20.7,Stressed
Rice,30.9,61.5,30.7,4,24.5,Stressed
Corn,30.2,50.6,38.9,4,26.7,Stressed
Wheat,25.1,42.6,52.5,3,39.4,Stressed
Corn,32.6,37.0,46.2,2,22.6,Stressed
Wheat,28.5,38.0,45.3,4,33.9,Stressed
Corn,18.3,35.9,51.0,5,32.4,Stressed
Wheat,22.9,82.9,43.9,4,27.1,Stressed
Wheat,33.9,57.3,33.8,4,10.0,Stressed
Corn,22.8,90.6,59.8,3,41.8,Stressed
Corn,20.8,65.5,52.7,4,41.6,Stressed
Wheat,29.3,37.0,50.3,3,33.8,Stressed
Tomato,23.3,57.0,7.3,9,7.2,Stressed
Corn,28.4,69.4,24.7,7,24.6,Stressed
Soybeans,24.8,64.7,29.9,5,27.0,Stressed
Rice,20.2,53.5,52.0,5,36.7,Stressed
Wheat,20.8,73.3,90.6,0,59.4,Moderate
Wheat,14.9,44.2,84.4,1,40.3,Stressed
Rice,18.4,62.6,60.1,3,48.1,Stressed
Tomato,28.8,71.8,45.7,4,32.1,Stressed
Rice,32.2,54.4,49.4,2,32.4,Stressed
Corn,21.3,67.4,37.8,6,25.3,Stressed
Rice,16.8,58.0,75.4,3,49.8,Stressed
Wheat,31.8,62.9,31.4,5,16.6,Stressed
Rice,32.0,66.2,64.6,1,42.3,Stressed
Soybeans,29.3,55.5,50.1,4,38.4,Stressed
Corn,16.3,80.8,42.5,6,28.9,Stressed
Rice,28.1,63.8,7.9,9,10.8,Stressed
Wheat,28.3,68.3,49.9,2,40.6,Stressed
Corn,30.4,77.0,54.9,2,35.8,Stressed
Wheat,25.9,68.8,32.2,6,32.6,Stressed
Tomato,20.5,45.7,10.4,8,6.3,Stressed
Soybeans,22.6,70.8,8.3,9,6.8,Stressed
Tomato,32.1,63.8,52.4,2,34.7,Stressed
Soybeans,27.3,49.5,46.1,4,33.2,Stressed
Rice,17.2,77.1,74.4,2,47.0,Stressed
Corn,35.2,44.6,13.0,6,0.0,Stressed
Rice,31.9,51.7,26.7,5,14.4,Stressed
Soybeans,35.0,53.7,59.9,3,22.2,Stressed
Soybeans,31.8,40.9,5.0,9,1.1,Stressed
Soybeans,19.4,59.7,57.0,4,43.6,Stressed
Wheat,27.0,50.0,25.0,7,19.8,Stressed
Corn,28.6,63.4,44.2,4,34.8,Stressed
Rice,16.9,85.9,56.9,5,34.1,Stressed
Rice,18.0,59.4,75.0,1,51.7,Moderate
Tomato,29.5,67.2,23.1,6,15.7,Stressed
Soybeans,29.9,59.7,35.5,4,36.6,Stressed
Soybeans,39.2,55.3,36.4,3,15.6,Stressed
Soybeans,23.4,71.0,35.7,5,30.8,Stressed
Rice,14.9,45.9,97.8,1,56.5,Moderate
Tomato,24.1,75.0,11.8,9,13.4,Stressed
Wheat,30.1,48.4,24.1,6,4.3,Stressed
Corn,22.8,80.2,43.1,4,37.3,Stressed
Wheat,25.6,54.5,34.7,6,42.3,Stressed
Rice,21.1,47.6,78.6,1,56.0,Moderate
Soybeans,32.2,61.5,38.4,3,20.1,Stressed
Corn,29.5,36.4,53.0,2,30.1,Stressed
Rice,20.1,43.9,40.2,5,23.6,Stressed
Rice,21.9,67.1,5.0,10,6.2,Stressed
Rice,20.9,77.7,64.1,3,40.4,Stressed
Corn,13.8,51.2,44.4,6,20.1,Stressed
Corn,20.4,79.1,61.5,2,43.1,Stressed
Tomato,14.4,53.8,85.0,2,53.4,Moderate
Tomato,30.6,62.7,42.0,3,40.1,Stressed
Wheat,31.1,62.9,44.6,3,30.8,Stressed
Corn,23.2,83.0,60.9,3,53.4,Moderate
Corn,26.2,73.3,14.1,7,19.8,Stressed
Corn,31.4,57.0,19.5,6,10.4,Stressed
Tomato,29.7,96.5,18.2,6,16.3,Stressed
Rice,37.0,59.2,35.3,3,6.9,Stressed
Soybeans,26.6,60.2,30.7,6,27.0,Stressed
Tomato,33.7,65.0,42.9,3,23.4,Stressed
Corn,25.6,53.7,47.2,3,46.6,Stressed
Tomato,24.3,80.8,55.6,4,50.0,Stressed
Wheat,29.1,58.6,12.6,7,18.6,Stressed
Corn,28.3,69.7,43.4,4,37.4,Stressed
Wheat,21.4,18.9,37.4,5,14.2,Stressed
Corn,20.1,62.0,62.3,3,50.0,Moderate
Tomato,25.4,55.0,50.3,4,34.4,Stressed
Rice,13.7,61.1,32.6,8,16.6,Stressed
Soybeans,23.2,42.6,60.4,2,41.0,Stressed
Wheat,19.1,57.3,65.6,3,46.4,Stressed
Tomato,21.5,62.8,65.6,3,49.8,Stressed
Rice,20.3,54.6,24.4,8,15.4,Stressed
Tomato,29.6,69.0,45.4,4,39.1,Stressed
Wheat,27.7,61.0,38.2,5,22.2,Stressed
Soybeans,25.3,69.6,66.7,1,56.0,Moderate
Tomato,22.7,74.6,70.1,3,49.4,Stressed
Corn,31.2,75.8,48.5,4,30.8,Stressed
Rice,30.4,54.3,43.7,4,30.0,Stressed
Tomato,24.3,54.0,74.2,1,61.7,Moderate
Rice,33.1,84.1,15.6,7,7.2,Stressed
Corn,23.9,46.2,73.9,2,55.0,Moderate
Soybeans,26.2,53.7,14.4,7,11.1,Stressed
Soybeans,21.6,57.6,59.7,2,41.1,Stressed
Corn,22.6,47.1,27.8,7,18.8,Stressed
Rice,21.2,61.7,45.1,5,30.4,Stressed
Tomato,29.1,78.2,45.4,4,34.0,Stressed
Corn,27.3,31.3,35.6,5,23.0,Stressed
Wheat,18.7,52.3,79.6,3,54.2,Moderate
Rice,28.4,61.8,46.8,3,41.3,Stressed
Soybeans,35.8,83.5,57.0,2,33.7,Stressed
Corn,21.0,37.6,97.7,0,63.4,Moderate
Soybeans,20.7,73.0,70.1,3,38.2,Stressed
Rice,25.0,57.6,25.6,7,24.7,Stressed
Soybeans,33.3,62.4,21.6,5,9.5,Stressed
Corn,22.4,78.4,57.5,3,48.6,Stressed
Rice,36.1,58.0,33.6,3,13.8,Stressed
Wheat,18.7,59.5,42.1,6,25.9,Stressed
Corn,26.1,62.0,54.1,3,35.8,Stressed
Tomato,14.8,63.0,62.9,4,30.8,Stressed
Corn,19.4,43.7,56.5,4,29.3,Stressed
Rice,23.7,62.4,25.6,7,23.5,Stressed
Corn,26.6,66.5,41.0,5,37.0,Stressed
Wheat,32.4,35.8,52.6,2,28.6,Stressed
Wheat,20.8,73.0,29.9,7,28.7,Stressed
Tomato,27.5,73.7,75.7,1,61.2,Moderate
Soybeans,17.0,63.8,61.2,4,36.4,Stressed
Rice,31.1,39.8,67.2,2,51.4,Moderate
Rice,32.9,50.3,61.1,1,32.4,Stressed
Soybeans,31.2,25.1,48.7,2,30.8,Stressed
Wheat,31.2,54.6,68.9,1,46.5,Stressed
Wheat,24.5,46.3,5.0,9,5.7,Stressed
Corn,26.7,59.0,14.9,7,16.1,Stressed
Tomato,24.4,75.0,32.5,6,32.2,Stressed
Tomato,24.7,52.5,34.1,6,35.2,Stressed
Tomato,20.5,66.2,72.1,1,50.6,Moderate
Corn,26.7,58.7,53.1,3,33.6,Stressed
Tomato,27.5,46.4,43.7,4,33.3,Stressed
Soybeans,30.9,81.1,16.2,6,15.0,Stressed
Corn,27.4,72.4,65.1,1,50.1,Moderate
Soybeans,30.3,43.4,37.0,6,19.1,Stressed
Corn,20.5,66.7,18.6,8,2.9,Stressed
Tomato,33.5,56.9,33.5,4,18.4,Stressed
Soybeans,23.6,67.7,36.4,6,32.1,Stressed
Soybeans,12.7,39.9,37.3,8,13.9,Stressed
Soybeans,22.7,54.8,74.1,2,48.5,Stressed
Corn,28.5,65.3,48.8,3,35.8,Stressed
Rice,25.5,43.7,54.0,2,40.7,Stressed
Tomato,13.3,63.9,68.7,4,36.5,Stressed
Soybeans,26.3,55.0,43.3,5,27.5,Stressed
Rice,25.8,60.7,34.3,5,31.8,Stressed
Tomato,19.2,75.3,78.3,1,66.9,Moderate
Tomato,28.4,100.6,42.4,5,31.9,Stressed
Soybeans,24.2,61.2,61.7,2,49.8,Stressed
Soybeans,13.3,57.2,86.1,1,52.2,Moderate
Corn,29.2,89.0,22.8,6,8.3,Stressed
Rice,26.0,77.0,63.1,2,42.9,Stressed
Rice,34.1,86.6,5.0,8,9.0,Stressed
Soybeans,19.8,63.6,65.0,3,39.8,Stressed
Tomato,23.6,72.2,37.7,7,34.4,Stressed
Soybeans,31.4,60.7,31.1,5,17.8,Stressed
Tomato,19.5,60.8,60.9,3,46.1,Stressed
Tomato,31.2,61.7,35.8,4,18.7,Stressed
Soybeans,31.3,66.2,46.0,4,26.3,Stressed
Wheat,26.9,61.1,45.7,4,31.9,Stressed
Rice,24.0,80.8,37.0,5,23.1,Stressed
Tomato,21.1,68.6,52.7,4,37.8,Stressed
Tomato,20.7,63.0,32.8,7,23.2,Stressed
Wheat,26.9,62.4,65.8,2,55.9,Moderate
Corn,7.7,53.6,70.6,5,24.1,Stressed
Wheat,21.7,43.7,48.4,4,31.0,Stressed
Wheat,20.8,75.0,41.4,4,35.0,Stressed
Tomato,19.1,74.9,40.8,5,28.7,Stressed
Rice,26.1,43.4,34.2,6,27.6,Stressed
Wheat,16.2,43.7,70.3,2,39.8,Stressed
Corn,32.2,70.5,11.6,6,7.9,Stressed
Soybeans,30.5,55.2,30.3,5,19.5,Stressed
Wheat,33.2,45.2,43.7,3,25.6,Stressed
Wheat,21.8,35.9,56.7,4,30.0,Stressed
Corn,26.2,53.1,23.3,7,19.5,Stressed
Rice,29.9,62.0,18.3,7,4.5,Stressed
Wheat,24.2,55.8,48.8,4,32.5,Stressed
Wheat,21.6,40.1,28.1,6,17.6,Stressed
Rice,25.7,51.2,44.8,4,38.4,Stressed
Corn,23.8,68.3,60.7,4,48.0,Stressed
Wheat,18.6,83.7,45.9,5,24.4,Stressed
Rice,10.7,60.7,79.6,3,37.7,Stressed
Wheat,19.5,75.5,19.5,8,12.1,Stressed
Soybeans,10.8,70.8,78.9,3,44.4,Stressed
Tomato,19.8,51.3,65.0,3,43.5,Stressed
Soybeans,33.5,74.1,47.3,2,31.1,Stressed
Wheat,13.9,76.9,90.1,0,58.2,Moderate
Corn,27.7,52.7,39.5,4,34.7,Stressed
Tomato,32.3,60.3,39.0,3,24.3,Stressed
Soybeans,15.6,51.5,45.9,5,27.5,Stressed
Rice,35.8,41.1,42.0,2,17.2,Stressed
Corn,24.5,75.3,48.0,4,38.0,Stressed
Soybeans,33.1,84.0,45.7,2,33.9,Stressed
Rice,26.6,59.1,14.7,7,13.7,Stressed
Wheat,22.2,52.0,54.1,4,44.5,Stressed
Rice,7.6,76.0,82.0,3,32.8,Stressed
Soybeans,18.3,77.6,47.0,4,29.1,Stressed
Soybeans,29.1,47.0,12.1,8,1.6,Stressed
Wheat,34.2,62.1,57.3,1,33.6,Stressed
Rice,16.6,89.7,74.4,3,51.1,Moderate
Rice,24.6,87.3,59.7,2,45.0,Stressed
Wheat,22.3,46.1,70.3,2,51.1,Moderate
Rice,27.5,39.1,67.5,1,45.3,Stressed
Wheat,25.5,65.3,5.0,9,5.0,Stressed
Corn,22.8,70.7,69.9,1,48.2,Stressed
Soybeans,28.8,70.8,53.4,3,36.2,Stressed
Corn,20.9,68.2,22.7,7,7.8,Stressed
Tomato,25.1,64.3,60.3,2,46.5,Stressed
Tomato,29.6,53.6,20.7,7,7.2,Stressed
Tomato,20.6,50.5,71.4,2,48.6,Stressed
Wheat,22.8,72.1,62.5,2,50.3,Moderate
Rice,21.7,49.4,37.2,5,24.3,Stressed
Corn,27.7,35.0,29.8,6,18.7,Stressed
Corn,27.1,62.2,57.6,2,51.8,Moderate
Corn,21.9,64.3,64.6,3,38.7,Stressed
Corn,27.0,88.9,45.1,4,40.3,Stressed
Tomato,8.1,60.5,70.9,5,37.1,Stressed
Corn,30.0,40.1,33.9,4,21.3,Stressed
Rice,30.4,78.3,31.6,5,26.7,Stressed
Tomato,22.0,59.3,48.0,5,31.8,Stressed
Corn,20.8,57.6,43.1,6,32.4,Stressed
Wheat,24.7,42.6,75.3,1,55.0,Moderate
Soybeans,19.5,67.6,37.7,5,26.1,Stressed
Soybeans,20.5,62.3,51.9,5,39.8,Stressed
Soybeans,26.8,61.2,66.8,3,47.2,Stressed
Tomato,29.9,74.1,34.4,4,34.2,Stressed
Corn,26.9,75.9,73.0,0,45.5,Stressed
Tomato,42.3,64.8,33.6,2,3.6,Stressed
Rice,32.5,68.1,46.9,4,28.5,Stressed
Wheat,29.4,65.2,40.4,4,32.5,Stressed
Wheat,29.2,85.1,34.6,4,29.2,Stressed
Soybeans,25.5,46.4,80.6,1,66.3,Moderate
Soybeans,28.0,43.7,50.9,3,34.0,Stressed
Soybeans,26.2,42.2,45.7,3,25.8,Stressed
Corn,31.3,67.8,16.5,7,15.7,Stressed
Rice,23.3,58.3,71.9,1,53.1,Moderate
Rice,23.0,43.4,45.5,4,27.0,Stressed
Rice,32.1,57.1,30.2,5,12.4,Stressed
Rice,22.2,92.4,59.1,3,45.4,Stressed
Soybeans,19.3,66.4,60.1,4,39.8,Stressed
Wheat,20.5,82.1,77.2,2,54.1,Moderate
Soybeans,29.5,40.5,60.0,2,29.2,Stressed
Rice,41.0,64.4,22.2,5,0.0,Stressed
Soybeans,19.7,67.7,54.8,4,37.7,Stressed
Rice,28.9,70.4,51.7,4,36.6,Stressed
Tomato,25.9,56.2,47.4,4,35.2,Stressed
Wheat,31.8,74.8,13.9,7,4.8,Stressed
Tomato,28.8,67.4,51.6,3,31.7,Stressed
Corn,32.1,61.3,25.2,6,8.5,Stressed
Soybeans,26.8,53.6,40.6,5,36.2,Stressed
Corn,20.0,37.7,51.9,5,31.9,Stressed
Soybeans,20.9,31.2,34.1,5,32.6,Stressed
Tomato,26.3,49.9,38.5,5,28.0,Stressed
Rice,27.8,57.7,55.1,3,44.9,Stressed
Rice,22.7,49.9,42.4,5,30.8,Stressed
Soybeans,37.1,65.2,25.5,4,18.0,Stressed
Rice,30.6,72.3,39.8,3,25.5,Stressed
Tomato,12.5,41.2,78.3,2,36.9,Stressed
Rice,24.3,68.2,35.6,5,28.9,Stressed
Tomato,18.8,59.6,70.4,3,39.5,Stressed
Corn,36.4,34.1,32.5,4,5.1,Stressed
Tomato,11.7,73.6,89.1,2,51.0,Moderate
Wheat,27.5,46.0,49.2,4,37.8,Stressed
Wheat,25.7,98.6,61.2,3,56.1,Moderate
Wheat,29.9,77.5,41.2,5,19.0,Stressed
Soybeans,26.9,57.9,36.9,5,30.7,Stressed
Soybeans,37.4,60.0,30.4,4,12.8,Stressed
Soybeans,30.5,39.1,6.3,9,0.0,Stressed
Tomato,14.0,86.4,58.5,5,33.0,Stressed
Soybeans,33.4,47.3,15.9,7,2.1,Stressed
Corn,26.2,60.6,61.4,1,53.3,Moderate
Wheat,33.4,50.4,26.4,6,14.9,Stressed
Tomato,23.1,66.9,59.0,4,54.9,Moderate
Wheat,18.6,59.7,56.9,5,40.2,Stressed
Soybeans,17.5,50.6,36.8,6,10.4,Stressed
Tomato,31.4,67.0,41.2,4,34.6,Stressed
Rice,29.8,82.6,51.7,3,39.2,Stressed
Corn,21.4,60.7,38.2,5,34.2,Stressed
Soybeans,9.0,27.1,77.0,4,31.2,Stressed
Soybeans,31.6,65.6,46.7,3,27.7,Stressed
Corn,12.8,37.9,54.9,4,20.7,Stressed
Corn,38.0,39.5,58.5,0,31.0,Stressed
Rice,16.3,37.9,76.3,3,51.6,Moderate
Soybeans,25.1,70.6,32.8,6,25.0,Stressed
Soybeans,26.4,38.2,33.3,7,32.2,Stressed
Wheat,27.2,74.8,64.0,1,42.9,Stressed
Tomato,26.9,72.2,52.7,4,33.0,Stressed
Tomato,25.8,47.1,24.7,6,12.7,Stressed
Wheat,22.4,67.2,58.9,4,33.2,Stressed
Tomato,23.7,77.7,49.4,5,43.5,Stressed
Corn,21.1,51.3,75.9,1,42.8,Stressed
Tomato,25.7,78.5,47.6,4,37.2,Stressed
Tomato,14.5,62.5,57.0,5,32.6,Stressed
Wheat,26.9,49.7,53.5,3,35.5,Stressed
Rice,24.4,72.4,52.5,4,40.9,Stressed
Tomato,30.0,49.1,42.4,3,33.8,Stressed
Tomato,23.2,80.8,72.7,2,58.1,Moderate
Rice,28.6,42.7,25.8,6,21.0,Stressed
Wheat,28.3,79.6,65.7,1,41.0,Stressed
Rice,24.2,63.3,77.3,1,63.8,Moderate
Wheat,27.1,70.7,55.4,3,47.5,Stressed
Corn,16.9,54.1,55.7,5,28.0,Stressed
Wheat,33.0,65.9,27.8,5,8.3,Stressed
Corn,21.7,22.1,46.2,4,23.5,Stressed
Corn,23.9,63.3,58.0,3,43.8,Stressed
Wheat,18.7,40.3,62.5,4,40.0,Stressed
Soybeans,20.4,71.2,17.3,8,4.6,Stressed
Wheat,34.9,52.0,43.7,2,20.0,Stressed
Tomato,25.8,51.8,22.0,6,17.9,Stressed
Tomato,23.2,42.5,13.3,9,6.1,Stressed
Soybeans,23.2,62.8,54.7,4,36.8,Stressed
Corn,25.0,47.3,67.7,3,45.6,Stressed
Soybeans,29.3,59.2,16.9,8,9.3,Stressed
Tomato,26.2,55.1,61.1,3,45.8,Stressed
Soybeans,26.3,44.6,60.6,3,44.2,Stressed
Wheat,19.5,54.2,73.7,2,60.3,Moderate
Soybeans,23.2,51.1,33.8,6,34.1,Stressed
Corn,25.9,74.6,40.4,5,30.8,Stressed
Wheat,24.8,77.1,48.2,4,33.1,Stressed
Rice,22.5,40.2,54.6,4,37.9,Stressed
Tomato,22.0,62.9,59.2,3,40.0,Stressed
Tomato,27.6,55.8,33.7,5,22.8,Stressed
Soybeans,27.8,46.8,49.7,3,28.1,Stressed
Wheat,30.9,62.2,50.8,3,35.0,Stressed
Rice,26.2,67.0,63.0,2,53.8,Moderate
Wheat,12.5,20.1,63.5,4,31.6,Stressed
Tomato,39.1,75.1,29.5,4,10.9,Stressed
Wheat,24.9,70.7,49.9,4,48.5,Stressed
Rice,22.5,59.6,27.0,7,15.9,Stressed
Soybeans,24.7,46.8,75.0,1,58.1,Moderate
Corn,22.6,67.3,71.1,2,50.4,Moderate
Wheat,20.1,50.2,37.2,7,24.3,Stressed
Corn,28.7,79.0,47.5,4,38.4,Stressed
Tomato,24.1,73.5,54.3,4,36.6,Stressed
Soybeans,24.5,60.3,41.6,5,32.5,Stressed
Soybeans,10.0,47.9,66.3,3,29.4,Stressed
Wheat,23.6,67.4,28.1,7,22.6,Stressed
Soybeans,18.5,71.9,75.8,2,55.3,Moderate
Wheat,21.9,55.0,28.3,7,28.2,Stressed
Wheat,26.4,66.2,43.2,4,35.2,Stressed
Corn,21.3,52.8,33.0,6,28.7,Stressed
Soybeans,22.1,33.9,77.3,1,48.0,Stressed
Wheat,25.6,35.1,76.1,1,50.9,Moderate
Corn,22.0,62.3,30.7,7,22.5,Stressed
Rice,18.7,82.8,65.9,3,45.5,Stressed
Corn,14.7,45.5,65.3,4,31.7,Stressed
Corn,27.0,47.9,58.8,2,49.4,Stressed
Wheat,21.9,64.5,54.1,3,42.8,Stressed
Tomato,15.0,60.6,79.7,2,42.7,Stressed
Tomato,32.5,64.3,52.3,2,34.8,Stressed
Tomato,27.0,67.8,31.7,5,15.5,Stressed
Corn,17.9,59.7,40.6,6,24.1,Stressed
Wheat,20.8,62.1,53.3,4,34.3,Stressed
Soybeans,31.3,43.1,51.0,2,28.1,Stressed
Corn,23.9,53.7,56.9,4,40.6,Stressed
Corn,22.5,78.9,21.3,7,20.5,Stressed
Wheat,29.5,67.1,49.7,3,34.5,Stressed
Rice,24.0,64.2,59.6,4,50.4,Moderate
Corn,32.4,46.9,62.6,1,37.8,Stressed
Rice,22.5,47.9,58.5,3,38.3,Stressed
Rice,21.6,43.9,70.0,2,55.5,Moderate
Tomato,25.1,32.5,74.4,0,49.5,Stressed
Wheat,30.8,56.0,17.2,6,5.9,Stressed
Rice,26.5,54.2,44.8,5,27.4,Stressed
Wheat,25.6,62.8,47.8,4,42.3,Stressed
Tomato,20.2,75.5,70.9,2,49.1,Stressed
Wheat,19.3,50.6,43.8,5,31.5,Stressed
Corn,30.8,78.7,50.8,2,36.4,Stressed
Rice,31.4,67.7,9.6,8,3.8,Stressed
Wheat,31.2,81.3,40.2,4,26.8,Stressed
Soybeans,29.7,42.9,63.2,1,38.9,Stressed
Wheat,27.7,77.6,48.1,4,36.4,Stressed
Rice,27.6,49.9,41.8,4,27.6,Stressed
Tomato,25.8,48.1,59.7,3,39.7,Stressed
Tomato,28.4,59.1,67.8,2,55.5,Moderate
Rice,24.7,47.3,47.3,4,43.9,Stressed
Corn,28.4,66.4,49.0,2,26.4,Stressed
Corn,30.5,72.6,47.6,3,41.8,Stressed
Tomato,17.5,67.4,73.3,3,53.5,Moderate
Tomato,31.6,59.2,47.8,3,29.7,Stressed
Rice,24.7,77.7,24.9,8,25.3,Stressed
Corn,33.7,66.4,30.3,5,20.5,Stressed
Tomato,32.6,57.8,32.2,4,24.0,Stressed
Corn,18.8,58.1,53.4,5,34.4,Stressed
Tomato,25.0,46.7,61.0,3,48.5,Stressed
