city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month,value_sales,volume_sales,average_price
JAZAN,HM No  93117  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,BAYTNA,VEGETABLE,9L,BAYTNA VEGETABLE 9L PREMIUM,51-60,2022,6,30.0,0.5,60.0
TAIF,HM No  89711  GS-CENTER-TAIF MAIN RD  TAIF,ARABIAN HARVEST CO,NAJMA,COCONUT,4.5L,NAJMA COCONUT 4.5L ECO,21-30,2023,11,138.0,4.6,30.0
RIYADH,HM No  73653  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,NOUR,CANOLA,4L,NOUR CANOLA 4L PLUS,91-100,2022,12,640.0,6.4,100.0
JEDDAH,HM No  69916  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,HILAL,VEGETABLE,0.5L,HILAL VEGETABLE 0.5L,41-50,2024,7,86.1,2.1,41.0
TAIF,HM No  62656  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RIMAL,COCONUT,3L,RIMAL COCONUT 3L FAMILY PACK,91-100,2023,12,1500.0,15.0,100.0
JEDDAH,HM No  91852  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,SABAYA,SUNFLOWER,0.5L,SABAYA SUNFLOWER 0.5L TWIN PACK,31-40,2024,7,576.6,18.6,31.0
AL KHARJ,HM No  72119  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,BAYTNA,VEGETABLE,2.9L,BAYTNA VEGETABLE 2.9L PLUS,61-70,2024,6,649.37,9.8,66.26
HAIL,HM No  77023  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,NOUR,VEGETABLE,0.75L,NOUR VEGETABLE 0.75L PREMIUM,91-100,2022,7,45.5,0.5,91.0
AL KHARJ,HM No  98796  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,NOUR,SUNFLOWER,2.9L,NOUR SUNFLOWER 2.9L ECO,11-20$,2024,1,192.0,9.6,20.0
TABUK,HM No  89043  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,BAYTNA,COCONUT,1L,BAYTNA COCONUT 1L,51-60,2022,4,336.6,6.6,51.0
HAIL,HM No  51422  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,BAYTNA,VEGETABLE,3L,BAYTNA VEGETABLE 3L PREMIUM,101+,2022,2,131.3,1.3,101.0
RIYADH,HM No  80170  GS-CENTER-RIYADH MAIN RD  RIYADH,DESERT SUN CO,GULF GOLD,COCONUT,1L,GULF GOLD COCONUT 1L PLUS,101+,2022,4,565.6,5.6,101.0
TABUK,HM No  69680  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,RIMAL,SUNFLOWER,4L,RIMAL SUNFLOWER 4L TWIN PACK,21-30,2024,6,204.0,6.8,30.0
YANBU,HM No  61331  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,RIMAL,CANOLA,4L,RIMAL CANOLA 4L FAMILY PACK,51-60,2022,12,522.0,8.7,60.0
AL AHSA,HM No  75005  GS-CENTER-AL AHSA MAIN RD  AL AHSA,ARABIAN HARVEST CO,NAJMA,CORN,1.5L,NAJMA CORN 1.5L ECO,71-80,2022,4,1136.0,16.0,71.0
MAKKAH,HM No  92780  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,RAWABI,CANOLA,1L,RAWABI CANOLA 1L PREMIUM,11-20$,2023,9,122.0,6.1,20.0
AL AHSA,HM No  59802  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,BAYTNA,COCONUT,0.6L,BAYTNA COCONUT 0.6L,71-80,2023,10,56.8,0.8,71.0
AL AHSA,HM No  83077  GS-CENTER-AL AHSA MAIN RD  AL AHSA,ARABIAN HARVEST CO,HILAL,SUNFLOWER,1L,HILAL SUNFLOWER 1L ECO,31-40,2022,6,201.5,6.5,31.0
JEDDAH,HM No  81185  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,BAYTNA,SUNFLOWER,1L,BAYTNA SUNFLOWER 1L,71-80,2024,7,241.4,3.4,71.0
MAKKAH,HM No  58544  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,SABAYA,VEGETABLE,0.75L,SABAYA VEGETABLE 0.75L ECO,71-80,2024,10,1398.7,19.7,71.0
TAIF,HM No  86776  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,HILAL,CANOLA,1L,HILAL CANOLA 1L ECO,61-70,2024,10,30.5,0.5,61.0
JEDDAH,HM No  57374  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,RAWABI,CORN,1.5L,RAWABI CORN 1.5L TWIN PACK,61-70,2023,10,67.1,1.1,61.0
AL BAHA,HM No  51586  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,GULF GOLD,CORN,4L,GULF GOLD CORN 4L ECO,101+,2022,8,4711.84,43.2,109.07
RIYADH,HM No  65301  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,NOUR,COCONUT,10L,NOUR COCONUT 10L FAMILY PACK,21-30,2022,12,207.0,6.9,30.0
RIYADH,HM No  65928  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,LARA,CANOLA,1.5L,LARA CANOLA 1.5L FAMILY PACK,21-30,2023,8,363.0,12.1,30.0
YANBU,HM No  51490  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,HILAL,VEGETABLE,0.75L,HILAL VEGETABLE 0.75L TWIN PACK,91-100,2024,5,45.5,0.5,91.0
AL KHARJ,HM No  81655  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NAJMA,SUNFLOWER,4L,NAJMA SUNFLOWER 4L FAMILY PACK,91-100,2022,5,730.0,7.3,100.0
DAMMAM,HM No  53939  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,HILAL,VEGETABLE,1L,HILAL VEGETABLE 1L,81-90,2024,1,348.3,4.3,81.0
JEDDAH,HM No  75470  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,NOUR,CANOLA,0.2L,NOUR CANOLA 0.2L PLUS,71-80,2022,7,56.8,0.8,71.0
AL KHARJ,HM No  96510  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,NOUR,SUNFLOWER,4L,NOUR SUNFLOWER 4L PREMIUM,21-30,2022,4,42.0,1.4,30.0
AL KHARJ,HM No  80014  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,NAJMA,COCONUT,3L,NAJMA COCONUT 3L PLUS,61-70,2023,7,819.0,11.7,70.0
MAKKAH,HM No  60289  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,NOUR,CORN,1.5L,NOUR CORN 1.5L FAMILY PACK,51-60,2022,9,114.87,2.2,52.21
TABUK,HM No  54063  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,RAWABI,CANOLA,3L,RAWABI CANOLA 3L PLUS,41-50,2022,6,55.0,1.1,50.0
JAZAN,HM No  93052  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,ZAHRA,SUNFLOWER,3L,ZAHRA SUNFLOWER 3L FAMILY PACK,101+,2024,11,1242.3,12.3,101.0
TAIF,HM No  77350  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RIMAL,COCONUT,1.8L,RIMAL COCONUT 1.8L PLUS,101+,2023,8,2777.5,27.5,101.0
AL KHARJ,HM No  58635  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,GULF GOLD,VEGETABLE,3L,GULF GOLD VEGETABLE 3L FAMILY PACK,41-50,2022,5,385.35,7.8,49.4
MAKKAH,HM No  96211  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,RAWABI,COCONUT,4.5L,RAWABI COCONUT 4.5L PREMIUM,31-40,2023,2,820.0,20.5,40.0
AL KHARJ,HM No  84928  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,GULF GOLD,CORN,0.6L,GULF GOLD CORN 0.6L FAMILY PACK,11-20$,2023,7,324.0,16.2,20.0
JAZAN,HM No  69880  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,LARA,COCONUT,10L,LARA COCONUT 10L TWIN PACK,21-30,2022,3,507.0,16.9,30.0
RIYADH,HM No  99967  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,RIMAL,VEGETABLE,4L,RIMAL VEGETABLE 4L TWIN PACK,101+,2022,4,2272.5,22.5,101.0
AL BAHA,HM No  51709  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,ZAHRA,SUNFLOWER,0.6L,ZAHRA SUNFLOWER 0.6L PREMIUM,101+,2023,12,1717.0,17.0,101.0
AL BAHA,HM No  74507  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,RAWABI,SUNFLOWER,2.9L,RAWABI SUNFLOWER 2.9L TWIN PACK,31-40,2022,4,412.0,10.3,40.0
RIYADH,HM No  76777  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,LARA,SUNFLOWER,0.75L,LARA SUNFLOWER 0.75L FAMILY PACK,41-50,2022,2,541.2,13.2,41.0
DAMMAM,HM No  78788  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,NOUR,SUNFLOWER,0.75L,NOUR SUNFLOWER 0.75L ECO,71-80,2022,10,42.6,0.6,71.0
MAKKAH,HM No  74928  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,RAWABI,VEGETABLE,9L,RAWABI VEGETABLE 9L PREMIUM,101+,2024,9,238.0,1.7,140.0
AL BAHA,HM No  96144  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,BAYTNA,CANOLA,2.9L,BAYTNA CANOLA 2.9L ECO,11-20$,2022,9,50.0,2.5,20.0
AL KHARJ,HM No  75926  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,BAYTNA,SUNFLOWER,3L,BAYTNA SUNFLOWER 3L FAMILY PACK,11-20$,2022,5,82.0,4.1,20.0
YANBU,HM No  76085  GS-CENTER-YANBU MAIN RD  YANBU,NAJDI CONSUMER,LARA,SUNFLOWER,0.6L,LARA SUNFLOWER 0.6L ECO,51-60,2024,1,795.6,15.6,51.0
MAKKAH,HM No  83880  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,SABAYA,SUNFLOWER,0.5L,SABAYA SUNFLOWER 0.5L FAMILY PACK,91-100,2022,3,627.9,6.9,91.0
AL AHSA,HM No  95620  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,RAWABI,SUNFLOWER,1.5L,RAWABI SUNFLOWER 1.5L ECO,11-20$,2022,8,254.0,12.7,20.0
AL AHSA,HM No  96703  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,SABAYA,CANOLA,1L,SABAYA CANOLA 1L PLUS,31-40,2024,12,1739.1,56.1,31.0
JEDDAH,HM No  55976  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,SABAYA,CORN,0.5L,SABAYA CORN 0.5L PREMIUM,71-80,2024,9,745.5,10.5,71.0
AL AHSA,HM No  60479  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,BAYTNA,SUNFLOWER,0.2L,BAYTNA SUNFLOWER 0.2L TWIN PACK,61-70,2024,11,695.4,11.4,61.0
DAMMAM,HM No  60624  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,GULF GOLD,CANOLA,1.8L,GULF GOLD CANOLA 1.8L PLUS,51-60,2024,8,25.5,0.5,51.0
TABUK,HM No  91055  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,ZAHRA,COCONUT,0.75L,ZAHRA COCONUT 0.75L,101+,2023,1,626.2,6.2,101.0
YANBU,HM No  82612  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,BAYTNA,CANOLA,4L,BAYTNA CANOLA 4L ECO,41-50,2022,10,650.0,13.0,50.0
AL BAHA,HM No  81176  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,RAWABI,SUNFLOWER,0.5L,RAWABI SUNFLOWER 0.5L PREMIUM,101+,2022,4,555.5,5.5,101.0
AL KHARJ,HM No  68226  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,NAJMA,COCONUT,0.6L,NAJMA COCONUT 0.6L,61-70,2022,3,280.6,4.6,61.0
RIYADH,HM No  93712  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,NOUR,CANOLA,0.2L,NOUR CANOLA 0.2L,71-80,2022,3,35.5,0.5,71.0
AL BAHA,HM No  68637  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,SABAYA,VEGETABLE,1.5L,SABAYA VEGETABLE 1.5L,21-30,2023,6,258.0,8.6,30.0
HAIL,HM No  74834  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,RAWABI,VEGETABLE,0.5L,RAWABI VEGETABLE 0.5L PLUS,81-90,2022,2,1044.9,12.9,81.0
MAKKAH,HM No  67984  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,BAYTNA,SUNFLOWER,3L,BAYTNA SUNFLOWER 3L TWIN PACK,41-50,2024,1,1035.0,20.7,50.0
JEDDAH,HM No  87445  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,SABAYA,VEGETABLE,10L,SABAYA VEGETABLE 10L FAMILY PACK,51-60,2023,10,330.0,5.5,60.0
HAIL,HM No  67017  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,GULF GOLD,VEGETABLE,4L,GULF GOLD VEGETABLE 4L ECO,91-100,2024,11,819.0,9.0,91.0
YANBU,HM No  82276  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,RIMAL,COCONUT,9L,RIMAL COCONUT 9L PLUS,41-50,2022,2,120.0,2.4,50.0
RIYADH,HM No  80466  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,HILAL,VEGETABLE,1.8L,HILAL VEGETABLE 1.8L ECO,11-20$,2023,6,200.0,10.0,20.0
AL KHARJ,HM No  91779  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,NAJMA,COCONUT,9L,NAJMA COCONUT 9L PLUS,51-60,2022,5,84.0,1.4,60.0
TABUK,HM No  83206  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,NAJMA,CANOLA,4.5L,NAJMA CANOLA 4.5L PLUS,61-70,2023,12,1680.0,24.0,70.0
AL AHSA,HM No  90369  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NOVA FOODS,GULF GOLD,COCONUT,1.5L,GULF GOLD COCONUT 1.5L PLUS,81-90,2023,1,218.7,2.7,81.0
AL BAHA,HM No  58896  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,GULF GOLD,SUNFLOWER,3L,GULF GOLD SUNFLOWER 3L PLUS,81-90,2023,12,180.0,2.0,90.0
RIYADH,HM No  84149  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,RIMAL,CORN,3L,RIMAL CORN 3L PREMIUM,11-20$,2022,10,136.0,6.8,20.0
AL BAHA,HM No  71739  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,ZAHRA,COCONUT,1L,ZAHRA COCONUT 1L,61-70,2023,11,1250.5,20.5,61.0
AL KHARJ,HM No  60876  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,GULF GOLD,VEGETABLE,0.5L,GULF GOLD VEGETABLE 0.5L PLUS,61-70,2024,1,439.2,7.2,61.0
TABUK,HM No  77123  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,SABAYA,COCONUT,1.5L,SABAYA COCONUT 1.5L ECO,51-60,2022,9,493.33,9.0,54.81
TABUK,HM No  61469  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,NOUR,CANOLA,10L,NOUR CANOLA 10L TWIN PACK,21-30,2023,9,150.0,5.0,30.0
RIYADH,HM No  81631  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,HILAL,CORN,2.9L,HILAL CORN 2.9L FAMILY PACK,91-100,2023,6,300.0,3.0,100.0
DAMMAM,HM No  56439  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,HILAL,CANOLA,2.9L,HILAL CANOLA 2.9L ECO,91-100,2022,1,354.9,3.9,91.0
TABUK,HM No  52885  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,NOUR,SUNFLOWER,0.2L,NOUR SUNFLOWER 0.2L,91-100,2024,12,127.4,1.4,91.0
TABUK,HM No  51473  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,HILAL,CORN,0.75L,HILAL CORN 0.75L TWIN PACK,51-60,2023,9,306.0,6.0,51.0
HAIL,HM No  78908  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,LARA,COCONUT,0.6L,LARA COCONUT 0.6L PLUS,21-30,2022,10,16.8,0.8,21.0
AL KHARJ,HM No  83689  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,HILAL,VEGETABLE,1.5L,HILAL VEGETABLE 1.5L PREMIUM,61-70,2023,3,445.3,7.3,61.0
MAKKAH,HM No  68564  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,GULF GOLD,CANOLA,1L,GULF GOLD CANOLA 1L PREMIUM,61-70,2024,8,1079.7,17.7,61.0
RIYADH,HM No  58524  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,SABAYA,CANOLA,0.5L,SABAYA CANOLA 0.5L ECO,11-20$,2022,7,31.9,2.9,11.0
JAZAN,HM No  61729  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,RIMAL,CORN,1L,RIMAL CORN 1L PLUS,41-50,2024,11,504.3,12.3,41.0
AL KHARJ,HM No  55147  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,RIMAL,COCONUT,0.5L,RIMAL COCONUT 0.5L FAMILY PACK,81-90,2022,8,145.8,1.8,81.0
TABUK,HM No  94857  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,SABAYA,COCONUT,0.75L,SABAYA COCONUT 0.75L TWIN PACK,101+,2023,6,1343.3,13.3,101.0
JAZAN,HM No  62016  GS-CENTER-JAZAN MAIN RD  JAZAN,DESERT SUN CO,NOUR,SUNFLOWER,2.9L,NOUR SUNFLOWER 2.9L,21-30,2023,2,192.0,6.4,30.0
HAIL,HM No  81368  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,GULF GOLD,CORN,10L,GULF GOLD CORN 10L PLUS,101+,2024,3,2296.0,16.4,140.0
AL KHARJ,HM No  56745  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,ZAHRA,CORN,3L,ZAHRA CORN 3L FAMILY PACK,21-30,2023,9,609.0,20.3,30.0
YANBU,HM No  76267  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,HILAL,VEGETABLE,0.75L,HILAL VEGETABLE 0.75L PREMIUM,31-40,2023,7,37.2,1.2,31.0
JEDDAH,HM No  72329  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,RIMAL,SUNFLOWER,10L,RIMAL SUNFLOWER 10L ECO,101+,2023,9,84.0,0.6,140.0
MAKKAH,HM No  65476  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,ZAHRA,VEGETABLE,2.9L,ZAHRA VEGETABLE 2.9L,101+,2024,8,2787.6,27.6,101.0
HAIL,HM No  86378  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,SABAYA,COCONUT,1L,SABAYA COCONUT 1L ECO,21-30,2024,2,39.0,1.3,30.0
AL BAHA,HM No  89086  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,NOUR,SUNFLOWER,4.5L,NOUR SUNFLOWER 4.5L FAMILY PACK,11-20$,2022,4,544.0,27.2,20.0
DAMMAM,HM No  88061  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,GULF GOLD,COCONUT,2.9L,GULF GOLD COCONUT 2.9L PREMIUM,51-60,2023,10,426.0,7.1,60.0
AL AHSA,HM No  79305  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,HILAL,CORN,1L,HILAL CORN 1L PREMIUM,51-60,2023,12,81.6,1.6,51.0
HAIL,HM No  55851  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,RIMAL,VEGETABLE,1.8L,RIMAL VEGETABLE 1.8L TWIN PACK,51-60,2022,6,1713.6,33.6,51.0
AL KHARJ,HM No  53481  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,BAYTNA,CORN,0.5L,BAYTNA CORN 0.5L PLUS,11-20$,2022,7,364.61,30.3,12.03
MAKKAH,HM No  88676  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,NOUR,SUNFLOWER,1.8L,NOUR SUNFLOWER 1.8L ECO,71-80,2024,4,1434.2,20.2,71.0
AL BAHA,HM No  61364  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,GULF GOLD,COCONUT,3L,GULF GOLD COCONUT 3L ECO,61-70,2023,3,504.0,7.2,70.0
TABUK,HM No  93913  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,GULF GOLD,CANOLA,0.5L,GULF GOLD CANOLA 0.5L FAMILY PACK,11-20$,2022,12,123.42,11.0,11.22
YANBU,HM No  93117  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,GULF GOLD,CANOLA,0.6L,GULF GOLD CANOLA 0.6L FAMILY PACK,71-80,2023,12,35.5,0.5,71.0
AL AHSA,HM No  77898  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,SABAYA,VEGETABLE,1.8L,SABAYA VEGETABLE 1.8L PREMIUM,81-90,2023,6,988.2,12.2,81.0
TAIF,HM No  62176  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,RIMAL,CANOLA,4L,RIMAL CANOLA 4L ECO,41-50,2024,9,560.0,11.2,50.0
TABUK,HM No  76924  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,NAJMA,CANOLA,4L,NAJMA CANOLA 4L ECO,61-70,2022,10,70.0,1.0,70.0
YANBU,HM No  95252  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,GULF GOLD,VEGETABLE,10L,GULF GOLD VEGETABLE 10L PLUS,81-90,2024,2,531.0,5.9,90.0
AL KHARJ,HM No  89981  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,HILAL,SUNFLOWER,4.5L,HILAL SUNFLOWER 4.5L FAMILY PACK,21-30,2024,11,57.0,1.9,30.0
AL KHARJ,HM No  87986  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,RIMAL,CANOLA,1.5L,RIMAL CANOLA 1.5L PREMIUM,11-20$,2023,8,364.0,18.2,20.0
AL KHARJ,HM No  80751  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,DESERT SUN CO,RAWABI,CORN,10L,RAWABI CORN 10L PLUS,51-60,2022,1,690.0,11.5,60.0
MAKKAH,HM No  89166  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,RIMAL,CORN,0.2L,RIMAL CORN 0.2L FAMILY PACK,81-90,2024,3,777.6,9.6,81.0
AL AHSA,HM No  53382  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NAJDI CONSUMER,RIMAL,CANOLA,1L,RIMAL CANOLA 1L ECO,21-30,2022,9,222.72,8.5,26.2
JEDDAH,HM No  68209  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,GULF GOLD,VEGETABLE,1L,GULF GOLD VEGETABLE 1L PLUS,51-60,2022,12,1361.7,26.7,51.0
JEDDAH,HM No  89572  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,RIMAL,COCONUT,4.5L,RIMAL COCONUT 4.5L ECO,61-70,2022,5,791.0,11.3,70.0
MAKKAH,HM No  65479  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,GULF GOLD,VEGETABLE,0.2L,GULF GOLD VEGETABLE 0.2L PLUS,21-30,2022,10,226.8,10.8,21.0
DAMMAM,HM No  82502  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,RAWABI,COCONUT,4.5L,RAWABI COCONUT 4.5L ECO,31-40,2022,10,420.0,10.5,40.0
MAKKAH,HM No  72614  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,LARA,CANOLA,0.2L,LARA CANOLA 0.2L TWIN PACK,81-90,2023,8,866.7,10.7,81.0
TABUK,HM No  81212  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,RAWABI,SUNFLOWER,2.9L,RAWABI SUNFLOWER 2.9L PLUS,31-40,2024,7,20.0,0.5,40.0
RIYADH,HM No  68926  GS-CENTER-RIYADH MAIN RD  RIYADH,BLUE OASIS CO,RAWABI,CORN,3L,RAWABI CORN 3L FAMILY PACK,11-20$,2022,9,104.0,5.2,20.0
AL BAHA,HM No  73188  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,RIMAL,CORN,1.5L,RIMAL CORN 1.5L PLUS,51-60,2022,5,820.58,15.3,53.63
AL BAHA,HM No  88284  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,SABAYA,COCONUT,9L,SABAYA COCONUT 9L FAMILY PACK,101+,2022,9,1876.0,13.4,140.0
HAIL,HM No  94414  GS-CENTER-HAIL MAIN RD  HAIL,SAHARA EDIBLES,NOUR,VEGETABLE,0.2L,NOUR VEGETABLE 0.2L FAMILY PACK,11-20$,2022,1,57.2,5.2,11.0
JAZAN,HM No  56402  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,SABAYA,CORN,0.75L,SABAYA CORN 0.75L FAMILY PACK,51-60,2023,4,561.0,11.0,51.0
RIYADH,HM No  51553  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,NAJMA,VEGETABLE,4.5L,NAJMA VEGETABLE 4.5L TWIN PACK,101+,2024,2,1507.94,14.4,104.72
MAKKAH,HM No  57862  GS-CENTER-MAKKAH MAIN RD  MAKKAH,ARABIAN HARVEST CO,RIMAL,COCONUT,1.8L,RIMAL COCONUT 1.8L FAMILY PACK,101+,2022,2,575.7,5.7,101.0
MAKKAH,HM No  62075  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,LARA,SUNFLOWER,4.5L,LARA SUNFLOWER 4.5L,81-90,2023,7,117.0,1.3,90.0
